biomodels_luid	name	format	format_version	publication_title	publication_year
BIOMD0000000187	Ibrahim2008 - Mitotic Spindle Assembly Checkpoint - Convey variant	SBML	L2V3	In-silico modeling of the mitotic spindle assembly checkpoint.	2008.0
BIOMD0000000188	Proctor2008 - p53/Mdm2 circuit - p53 stabilisation by ATM	SBML	L2V4	Explaining oscillations and variability in the p53-Mdm2 system.	2008.0
BIOMD0000000189	Proctor2008 - p53/Mdm2 circuit - p53 stablisation by p14ARF	SBML	L2V3	Explaining oscillations and variability in the p53-Mdm2 system.	2008.0
BIOMD0000000190	Rodriguez-Caso2006_Polyamine_Metabolism	SBML	L2V3	Mathematical modeling of polyamine metabolism in mammals.	2006.0
BIOMD0000000191	Montañez2008_Arginine_catabolism	SBML	L2V3	In silico analysis of arginine catabolism as a source of nitric oxide or polyamines in endothelial cells.	2008.0
BIOMD0000000192	Görlich2003_RanGTP_gradient	SBML	L2V1	Characterization of Ran-driven cargo transport and the RanGTPase system by kinetic measurements and computer simulation.	2003.0
BIOMD0000000193	Ibrahim2008_MCC_assembly_model_KDM	SBML	L2V3	In silico study of kinetochore control, amplification, and inhibition effects in MCC assembly.	2009.0
BIOMD0000000194	Ibrahim2008_Cdc20_Sequestring_Template_Model	SBML	L2V3	Mad2 binding is not sufficient for complete Cdc20 sequestering in mitotic transition control (an in silico study).	2008.0
BIOMD0000000195	Tyson2001_Cell_Cycle_Regulation	SBML	L2V3	Regulation of the eukaryotic cell cycle: molecular antagonism, hysteresis, and irreversible transitions.	2001.0
BIOMD0000000196	Srividhya2006_CellCycle	SBML	L2V1	A simple time delay model for eukaryotic cell cycle.	2006.0
BIOMD0000000197	Bartholome2007_MDCKII	SBML	L2V3	Data-based mathematical modeling of vectorial transport across double-transfected polarized cells.	2007.0
BIOMD0000000198	Stone1996 - activation of soluble guanylate cyclase by nitric oxide	SBML	L2V3	Spectral and kinetic studies on the activation of soluble guanylate cyclase by nitric oxide.	1996.0
BIOMD0000000199	Santolini2001_nNOS_Mechanism_Regulation	SBML	L2V3	A kinetic simulation model that describes catalysis and regulation in nitric-oxide synthase.	2001.0
BIOMD0000000200	Bray1995_chemotaxis_receptorlinkedcomplex	SBML	L2V3	Computer analysis of the binding reactions leading to a transmembrane receptor-linked multiprotein complex involved in bacterial chemotaxis.	1995.0
BIOMD0000000201	Goldbeter2008_Somite_Segmentation_Clock_Notch_Wnt_FGF	SBML	L2V3	Modeling the segmentation clock as a network of coupled oscillations in the Notch, Wnt and FGF signaling pathways.	2008.0
BIOMD0000000202	ChenXF2008_CICR	SBML	L2V3	Dynamic simulation of the effect of calcium-release activated calcium channel on cytoplasmic Ca2+ oscillation.	2008.0
BIOMD0000000203	Chickarmane2006 - Stem cell switch reversible	SBML	L2V3	Transcriptional dynamics of the embryonic stem cell switch.	2006.0
BIOMD0000000204	Chickarmane2006 - Stem cell switch irreversible	SBML	L2V3	Transcriptional dynamics of the embryonic stem cell switch.	2006.0
BIOMD0000000205	Ung2008_EGFR_Endocytosis	SBML	L2V3	Simulation of the regulation of EGFR endocytosis and EGFR-ERK signaling by endophilin-mediated RhoA-EGFR crosstalk.	2008.0
BIOMD0000000206	Wolf2000_Glycolytic_Oscillations	SBML	L2V3	Transduction of intracellular and intercellular dynamics in yeast glycolytic oscillations.	2000.0
BIOMD0000000207	Romond1999_CellCycle	SBML	L2V3	Alternating oscillations and chaos in a model of two coupled biochemical oscillators driving successive phases of the cell cycle.	1999.0
BIOMD0000000208	Deineko2003_CellCycle	SBML	L2V3	[Modeling dynamics of gene net, regulating the cell cycle in mammalian cells]	2003.0
BIOMD0000000209	Chickarmane2008 - Stem cell lineage determination	SBML	L2V3	A computational model for understanding stem cell, trophectoderm and endoderm lineage determination.	2008.0
BIOMD0000000210	Chickarmane2008 - Stem cell lineage - NANOG GATA-6 switch	SBML	L2V3	A computational model for understanding stem cell, trophectoderm and endoderm lineage determination.	2008.0
BIOMD0000000211	Albert2005_Glycolysis	SBML	L2V3	Experimental and in silico analyses of glycolytic flux control in bloodstream form Trypanosoma brucei.	2005.0
BIOMD0000000212	Curien2009_Aspartate_Metabolism	SBML	L2V4	Understanding the regulation of aspartate metabolism using a model based on measured kinetic parameters.	2009.0
BIOMD0000000213	Nijhout2004_Folate_Cycle	SBML	L2V3	A mathematical model of the folate cycle: new insights into folate homeostasis.	2004.0
BIOMD0000000214	Akman2008_Circadian_Clock_Model2	SBML	L2V3	Isoform switching facilitates period control in the Neurospora crassa circadian clock.	2008.0
BIOMD0000000215	Schulz2009_Th1_differentiation	SBML	L2V3	Sequential polarization and imprinting of type 1 T helper lymphocytes by interferon-gamma and interleukin-12.	2009.0
BIOMD0000000216	Hong2009_CircadianClock	SBML	L2V3	Minimum criteria for DNA damage-induced phase advances in circadian rhythms.	2009.0
BIOMD0000000217	Bruggeman2005_AmmoniumAssimilation	SBML	L2V3	The multifarious short-term regulation of ammonium assimilation of Escherichia coli: dissection using an in silico replica.	2005.0
BIOMD0000000218	Singh2006_TCA_mtu_model2	SBML	L2V4	Kinetic modeling of tricarboxylic acid cycle and glyoxylate bypass in Mycobacterium tuberculosis, and its application to assessment of drug targets.	2006.0
BIOMD0000000219	Singh2006_TCA_mtu_model1	SBML	L2V4	Kinetic modeling of tricarboxylic acid cycle and glyoxylate bypass in Mycobacterium tuberculosis, and its application to assessment of drug targets.	2006.0
BIOMD0000000220	Albeck2008_extrinsic_apoptosis	SBML	L2V1	Quantitative analysis of pathways controlling extrinsic apoptosis in single cells.	2008.0
BIOMD0000000221	Singh2006_TCA_Ecoli_acetate	SBML	L2V4	Kinetic modeling of tricarboxylic acid cycle and glyoxylate bypass in Mycobacterium tuberculosis, and its application to assessment of drug targets.	2006.0
BIOMD0000000222	Singh2006_TCA_Ecoli_glucose	SBML	L2V4	Kinetic modeling of tricarboxylic acid cycle and glyoxylate bypass in Mycobacterium tuberculosis, and its application to assessment of drug targets.	2006.0
BIOMD0000000223	Borisov2009_EGF_Insulin_Crosstalk	SBML	L2V4	Systems-level interactions between insulin-EGF networks amplify mitogenic signaling.	2009.0
BIOMD0000000224	Meyer1991_CalciumSpike_ICC	SBML	L2V4	Calcium spiking.	1991.0
BIOMD0000000225	Westermark2003_Pancreatic_GlycOsc_basic	SBML	L2V4	A model of phosphofructokinase and glycolytic oscillations in the pancreatic beta-cell.	2003.0
BIOMD0000000226	Radulescu2008_NFkB_hierarchy_M_14_25_28_Lipniacky	SBML	L2V1	Robust simplifications of multiscale biochemical networks.	2008.0
BIOMD0000000227	Radulescu2008_NFkB_hierarchy_M_39_65_90	SBML	L2V1	Robust simplifications of multiscale biochemical networks.	2008.0
BIOMD0000000228	Swat2004_Mammalian_G1_S_Transition	SBML	L2V4	Bifurcation analysis of the regulatory modules of the mammalian G1/S transition.	2004.0
BIOMD0000000229	Ma2002_cAMP_oscillations	SBML	L2V4	Quantifying robustness of biochemical network models.	2002.0
BIOMD0000000230	Ihekwaba2004_NFkB_Sensitivity	SBML	L2V4	Sensitivity analysis of parameters controlling oscillatory signalling in the NF-kappaB pathway: the roles of IKK and IkappaBalpha.	2004.0
BIOMD0000000231	Valero2006_Adenine_TernaryCycle	SBML	L2V4	A kinetic study of a ternary cycle between adenine nucleotides.	2006.0
BIOMD0000000232	Nazaret2009_TCA_RC_ATP	SBML	L2V4	Mitochondrial energetic metabolism: a simplified model of TCA cycle with ATP production.	2009.0
BIOMD0000000233	Wilhelm2009_BistableReaction	SBML	L2V4	The smallest chemical reaction system with bistability.	2009.0
BIOMD0000000234	Tham2008 - PDmodel, Tumour shrinkage by gemcitabine and carboplatin	SBML	L2V4	A pharmacodynamic model for the time course of tumor shrinkage by gemcitabine + carboplatin in non-small cell lung cancer patients.	2008.0
BIOMD0000000235	Kuhn2009_EndoMesodermNetwork	SBML	L2V1	Monte Carlo analysis of an ODE Model of the Sea Urchin Endomesoderm Network.	2009.0
BIOMD0000000236	Westermark2003_Pancreatic_GlycOsc_extended	SBML	L2V4	A model of phosphofructokinase and glycolytic oscillations in the pancreatic beta-cell.	2003.0
BIOMD0000000237	Schaber2006_Pheromone_Starvation_Crosstalk	SBML	L2V4	A modelling approach to quantify dynamic crosstalk between the pheromone and the starvation pathway in baker's yeast.	2006.0
BIOMD0000000238	Overgaard2007_PDmodel_IL21	SBML	L2V4	PKPD model of interleukin-21 effects on thermoregulation in monkeys--application and evaluation of stochastic differential equations.	2007.0
BIOMD0000000239	Jiang2007 - GSIS system, Pancreatic Beta Cells	SBML	L2V4	A kinetic core model of the glucose-stimulated insulin secretion network of pancreatic beta cells.	2007.0
BIOMD0000000240	Veening2008_DegU_Regulation	SBML	L2V4	Transient heterogeneity in extracellular protease production by Bacillus subtilis.	2008.0
BIOMD0000000241	Shi1993_Caffeine_pressor_tolerance	SBML	L2V4	Pharmacokinetic-pharmacodynamic modeling of caffeine: tolerance to pressor effects.	1993.0
BIOMD0000000242	Bai2003_G1phaseRegulation	SBML	L2V4	Theoretical and experimental evidence for hysteresis in cell proliferation.	2003.0
BIOMD0000000243	Neumann2010_CD95Stimulation_NFkB_Apoptosis	SBML	L2V4	Dynamics within the CD95 death-inducing signaling complex decide life and death of cells.	2010.0
BIOMD0000000244	Kotte2010_Ecoli_Metabolic_Adaption	SBML	L2V4	Bacterial adaptation through distributed sensing of metabolic fluxes.	2010.0
BIOMD0000000245	Lei2001_Yeast_Aerobic_Metabolism	SBML	L2V4	A biochemically structured model for Saccharomyces cerevisiae.	2001.0
BIOMD0000000246	Vasalou2010_Pacemaker_Neuron_SCN	SBML	L2V4	A multiscale model to investigate circadian rhythmicity of pacemaker neurons in the suprachiasmatic nucleus.	2010.0
BIOMD0000000247	Ralser2007_Carbohydrate_Rerouting_ROS	SBML	L2V4	Dynamic rerouting of the carbohydrate flux is key to counteracting oxidative stress.	2007.0
BIOMD0000000248	Lai2007_O2_Transport_Metabolism	SBML	L2V4	Linking pulmonary oxygen uptake, muscle oxygen utilization and cellular metabolism during exercise.	2007.0
BIOMD0000000249	Restif2006 - Whooping cough	SBML	L2V4	Integrating life history and cross-immunity into the evolutionary dynamics of pathogens.	2006.0
BIOMD0000000250	Nakakuki2010_CellFateDecision_Mechanistic	SBML	L2V4	Ligand-specific c-Fos expression emerges from the spatiotemporal control of ErbB network dynamics.	2010.0
BIOMD0000000251	Nakakuki2010_CellFateDecision_Core	SBML	L2V4	Ligand-specific c-Fos expression emerges from the spatiotemporal control of ErbB network dynamics.	2010.0
BIOMD0000000252	Hunziker2010_p53_StressSpecificResponse	SBML	L2V4	Stress-specific response of the p53-Mdm2 feedback loop.	2010.0
BIOMD0000000253	Teusink1998_Glycolysis_TurboDesign	SBML	L2V4	The danger of metabolic pathways with turbo design.	1998.0
BIOMD0000000254	Bier2000_GlycolyticOscillation	SBML	L2V4	How yeast cells synchronize their glycolytic oscillations: a perturbation analytic treatment.	2000.0
BIOMD0000000255	Chen2009 - ErbB Signaling	SBML	L2V3	Input-output behavior of ErbB signaling pathways as revealed by a mass action model trained against dynamic data.	2009.0
BIOMD0000000256	Rehm2006_Caspase	SBML	L2V4	Systems analysis of effector caspase activation and its control by X-linked inhibitor of apoptosis protein.	2006.0
BIOMD0000000257	Piedrafita2010_MR_System	SBML	L2V4	A simple self-maintaining metabolic system: robustness, autocatalysis, bistability.	2010.0
BIOMD0000000258	Ortega2006 - bistability from double phosphorylation in signal transduction	SBML	L2V4	Bistability from double phosphorylation in signal transduction. Kinetic and structural requirements.	2006.0
BIOMD0000000259	Tiago2010_FeMetabolism_FeDeficient	SBML	L2V1	Systems analysis of iron metabolism: the network of iron pools and fluxes.	2010.0
BIOMD0000000260	Tiago2010_FeMetabolism_FeAdequate	SBML	L2V1	Systems analysis of iron metabolism: the network of iron pools and fluxes.	2010.0
BIOMD0000000261	Tiago2010_FeMetabolism_FeLoaded	SBML	L2V1	Systems analysis of iron metabolism: the network of iron pools and fluxes.	2010.0
BIOMD0000000262	Fujita2010_Akt_Signalling_EGF	SBML	L2V4	Decoupling of receptor and downstream signals in the Akt pathway by its low-pass filter characteristics.	2010.0
BIOMD0000000263	Fujita2010_Akt_Signalling_NGF	SBML	L2V4	Decoupling of receptor and downstream signals in the Akt pathway by its low-pass filter characteristics.	2010.0
BIOMD0000000264	Fujita2010_Akt_Signalling_EGFRinhib	SBML	L2V4	Decoupling of receptor and downstream signals in the Akt pathway by its low-pass filter characteristics.	2010.0
BIOMD0000000265	Conradie2010_RPControl_CellCycle	SBML	L2V4	Restriction point control of the mammalian cell cycle via the cyclin E/Cdk2:p27 complex.	2010.0
BIOMD0000000266	Voit2003 - Trehalose Cycle	SBML	L2V4	Biochemical and genomic regulation of the trehalose cycle in yeast: review of observations and canonical model analysis.	2003.0
BIOMD0000000267	Lebeda2008 - BoNT paralysis (3 step model)	SBML	L2V4	Onset dynamics of type A botulinum neurotoxin-induced paralysis.	2008.0
BIOMD0000000268	Reed2008_Glutathione_Metabolism	SBML	L2V4	A mathematical model of glutathione metabolism.	2008.0
BIOMD0000000269	Liu2010_Hormonal_Crosstalk_Arabidopsis	SBML	L2V4	Modelling and experimental analysis of hormonal crosstalk in Arabidopsis.	2010.0
BIOMD0000000270	Schilling2009 - ERK distributive	SBML	L2V4	Theoretical and experimental analysis links isoform-specific ERK signalling to cell fate decisions.	2009.0
BIOMD0000000271	Becker2010_EpoR_CoreModel	SBML	L2V4	Covering a broad dynamic range: information processing at the erythropoietin receptor.	2010.0
BIOMD0000000272	Becker2010_EpoR_AuxiliaryModel	SBML	L2V4	Covering a broad dynamic range: information processing at the erythropoietin receptor.	2010.0
BIOMD0000000273	Pokhilko2010_CircClock	SBML	L2V4	Data assimilation constrains new connections and components in a complex, eukaryotic circadian clock model.	2010.0
BIOMD0000000274	Rattanakul2003_BoneFormationModel	SBML	L2V3	Modeling of bone formation and resorption mediated by parathyroid hormone: response to estrogen/PTH therapy.	2003.0
BIOMD0000000275	Goldbeter2007_Somitogenesis_Switch	SBML	L2V4	Sharp developmental thresholds defined through bistability by antagonistic gradients of retinoic acid and FGF signaling.	2007.0
BIOMD0000000276	Shrestha2010_HypoCalcemia_PTHresponse	SBML	L2V4	A mathematical model of parathyroid hormone response to acute changes in plasma ionized calcium concentration in humans.	2010.0
BIOMD0000000277	Shrestha2010_HyperCalcemia_PTHresponse	SBML	L2V4	A mathematical model of parathyroid hormone response to acute changes in plasma ionized calcium concentration in humans.	2010.0
BIOMD0000000278	Lemaire2004 - Role of RANK/RANKL/OPG pathway in bone remodelling process	SBML	L2V4	Modeling the interactions between osteoblast and osteoclast activities in bone remodeling.	2004.0
BIOMD0000000279	Komarova2005_PTHaction_OsteoclastOsteoblastCoupling	SBML	L2V4	Mathematical model of paracrine interactions between osteoclasts and osteoblasts predicts anabolic action of parathyroid hormone on bone.	2005.0
BIOMD0000000280	Morris1981_MuscleFibre_Voltage_reduced	SBML	L2V4	Voltage oscillations in the barnacle giant muscle fiber.	1981.0
BIOMD0000000281	Chance1960_Glycolysis_Respiration	SBML	L2V4	Metabolic control mechanisms. 5. A solution for the equations representing interaction between glycolysis and respiration in ascites tumor cells.	1960.0
BIOMD0000000282	Chance1952_Catalase_Mechanism	SBML	L2V4	The mechanism of catalase action. II. Electric analog computer studies.	1952.0
BIOMD0000000283	Chance1943_Peroxidase_ES_Kinetics	SBML	L2V4	The kinetics of the enzyme-substrate compound of peroxidase. 1943.	1999.0
BIOMD0000000284	Hofmeyer1986_SeqFb_Proc_AA_Synthesis	SBML	L2V3	METAMOD: software for steady-state modelling and control analysis of metabolic pathways on the BBC microcomputer.	1986.0
BIOMD0000000285	Tang2010_PolyGlutamate	SBML	L2V4	Experimental and computational analysis of polyglutamine-mediated cytotoxicity.	2010.0
BIOMD0000000286	Proctor2010 - a link between GSK3 and p53 in Alzheimer's Disease	SBML	L2V4	GSK3 and p53 - is there a link in Alzheimer's disease?	2010.0
BIOMD0000000287	Passos2010_DNAdamage_CellularSenescence	SBML	L2V4	Feedback between p21 and reactive oxygen production is necessary for cell senescence.	2010.0
BIOMD0000000288	Wang2009 - PI3K Ras Crosstalk	SBML	L2V4	PI3K-dependent cross-talk interactions converge with Ras as quantifiable inputs integrated by Erk.	2009.0
BIOMD0000000289	Alexander2010_Tcell_Regulation_Sys1	SBML	L2V4	Self-tolerance and autoimmunity in a regulatory T cell model.	2011.0
BIOMD0000000290	Alexander2010_Tcell_Regulation_Sys2	SBML	L2V4	Self-tolerance and autoimmunity in a regulatory T cell model.	2011.0
